part_id,damage_id,part_name,damage_severity,labor_hours,part_cost
fd23b1d7-cbde-44e4-67ee-945241d60ff3,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Hood,Severe,5.68,3999.95
434d81fd-4d89-4ea1-c737-a23be82a67b7,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Windshield,Severe,1.38,1463.68
371591cb-8470-47d4-c168-a1bec732f542,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Right Quarter Panel,Minor,7.18,7433.56
a481f72c-cf2a-4c76-7a3f-4edbbc1df517,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Left Door,Minor,5.16,906.6
b34604e5-cdee-4bc5-e00a-c5b0f363bc56,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Rear Bumper,Moderate,2.96,8170.68
9ede41e0-4a7e-4fb4-e868-db24b7e47258,f8608825-90c7-4fdb-1415-8fa8e2438f0a,Left Door,Severe,2.14,6871.48
1d6a1874-0c8c-4f51-0c23-be6d8000f738,29ec0c01-29ca-458d-eaed-6ebe501a27c8,Windshield,Severe,4.93,1548.87
cea221f1-1e05-40bb-eecd-701abc1b00b8,29ec0c01-29ca-458d-eaed-6ebe501a27c8,Tail Light Assy,Minor,4.58,1473.92
6c61b271-882f-418a-c223-bd319149121b,29ec0c01-29ca-458d-eaed-6ebe501a27c8,Front Bumper,Severe,6.3,1589.63
3297d33b-5483-4303-d40e-6f2709aba289,e64a2e2a-29af-4c1c-6484-55973db4f65a,Front Bumper,Severe,7.08,903.45
d3d3f5f4-8fe6-4688-a398-0825b54e9216,e64a2e2a-29af-4c1c-6484-55973db4f65a,Windshield,Minor,2.25,1245.75
114e699f-ca10-4679-54ba-07d4a53850e0,e64a2e2a-29af-4c1c-6484-55973db4f65a,Rear Sensor,Severe,4.24,431.49
559bf886-9cff-4b3a-8300-2b3c3aba57c3,e64a2e2a-29af-4c1c-6484-55973db4f65a,Trunk Lid,Minor,4.61,928.71
ffd12b8c-48c2-40b3-2967-e8198af355e7,e64a2e2a-29af-4c1c-6484-55973db4f65a,Windshield,Severe,7.42,1753.99
28a3212f-3459-438e-72bd-03aa02dfa5ed,037f98b2-5b2b-4065-39cf-56123de95d94,Right Quarter Panel,Moderate,5.25,1661.93
86cfb396-da66-4988-cd2a-930fff9190ee,037f98b2-5b2b-4065-39cf-56123de95d94,Left Quarter Panel,Minor,1.97,1284.69
765e912f-a86c-4711-8d8f-b461edf26a80,037f98b2-5b2b-4065-39cf-56123de95d94,Right Quarter Panel,Moderate,7.04,1886.5
e25718f8-45e4-4b70-f965-3d938514ad8e,037f98b2-5b2b-4065-39cf-56123de95d94,Left Door,Minor,3.98,1351.88
33e827c5-c728-48ef-be3c-47a77881dd39,037f98b2-5b2b-4065-39cf-56123de95d94,Left Door,Severe,0.87,1449.95
3f231974-6e74-4dab-b7c3-ffd178c527ee,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Right Quarter Panel,Severe,3.14,1227.38
2e575979-c4e6-48e1-2e46-9162ef9edb36,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Front Bumper,Moderate,4.27,1189.01
489ce5e4-6462-4fd9-6019-0d9388919819,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Tail Light Assy,Minor,4.4,320.47
f23c10a9-3674-4407-7888-c8b4f8d89589,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Right Quarter Panel,Moderate,4.73,698.41
dcbe3756-cc17-4b17-7344-5f61883ca0dc,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Hood,Severe,3.57,458.67
63837e0d-6251-4760-3ec1-58e74c134c2b,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Hood,Moderate,7.4,1672.87
fc0d8afe-ace2-478e-29dc-8aa36d3478bd,d57f9b3a-9638-456e-4b13-7b69056cb8ed,Trunk Lid,Severe,6.42,1630.75
7437c68f-d7f7-4818-4b94-f22bee26df95,17594ccb-1643-4a6d-7e26-048353b88484,Right Quarter Panel,Moderate,0.8,1730.15
9740f863-3b09-40f3-f6e7-e52637525fb0,17594ccb-1643-4a6d-7e26-048353b88484,Rear Sensor,Minor,1.42,1856.31
16c38bea-759e-4c1e-6e0c-9a3e7a78fd75,17594ccb-1643-4a6d-7e26-048353b88484,Front Bumper,Minor,1.91,315.29
f8675c3f-2e29-4612-566a-cfb15d19e06a,17594ccb-1643-4a6d-7e26-048353b88484,Tail Light Assy,Severe,2.9,817.95
24c76140-cdfc-4d75-addf-d4535cc15367,17594ccb-1643-4a6d-7e26-048353b88484,Tail Light Assy,Severe,6.62,1824.26
f5f08c9c-3097-4035-542e-5d66d6a78f5a,75fb702d-ded2-4b40-7a06-2a266c6413e0,Rear Bumper,Severe,1.46,852.11
24f0462f-af13-45f9-fd45-bd4f63acd674,75fb702d-ded2-4b40-7a06-2a266c6413e0,Rear Bumper,Severe,4.79,1314.39
1676a485-b10f-4ca1-380b-056342eb23b0,ec62a924-0a35-4118-38ca-f1f7c9ed7be5,Front Bumper,Severe,7,1550.37
b77f377f-a27c-471e-0c08-9901d86ed98b,ec62a924-0a35-4118-38ca-f1f7c9ed7be5,Rear Sensor,Severe,5.67,578.41
a75b3883-32cf-4f1a-7c5c-a71965db3c63,ec62a924-0a35-4118-38ca-f1f7c9ed7be5,Right Quarter Panel,Moderate,6.84,371.95
3bdc54cd-6055-4b4d-95ef-9c804710d026,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,Left Door,Minor,6.06,1846.73
8e6c63f5-e855-479c-307b-5a10cb74b886,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,Left Quarter Panel,Minor,6.56,1040.88
3b4bc95b-3269-432d-2e6d-300ac2382770,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,Left Quarter Panel,Severe,2.11,988.05
a415fef9-f24c-402d-958f-3294fef2f64b,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,Tail Light Assy,Severe,4.14,931.42
4391f470-91d9-48be-4ac9-9b590534da53,ea22215b-7212-4d2e-4fc9-9cedf1bb3900,Rear Bumper,Severe,2.69,184.1
1cdf96d4-dfae-4ada-0d48-b47952246c03,6709ef1c-e10e-4d27-e73b-68421e916568,Tail Light Assy,Severe,6.29,426.2
61d9c66f-ad0b-4fc2-9d83-739f2f5b06c9,6709ef1c-e10e-4d27-e73b-68421e916568,Trunk Lid,Moderate,0.51,316.42
857ddba2-6839-442c-555a-93dc8a4afec0,6709ef1c-e10e-4d27-e73b-68421e916568,Rear Sensor,Minor,0.96,246.37
5f301979-0197-42a6-ea51-cf470ac2fc28,6709ef1c-e10e-4d27-e73b-68421e916568,Windshield,Severe,5.46,1337.14
c692d6c5-8cb2-421c-f0b9-dc5df5cedc21,6709ef1c-e10e-4d27-e73b-68421e916568,Front Bumper,Minor,2.51,1207.87
95dfdb1e-6622-43ee-2ba0-acd143b7453b,6709ef1c-e10e-4d27-e73b-68421e916568,Right Quarter Panel,Severe,6.59,849.3
92186ff3-5038-46b6-b200-955f1f244f2a,6709ef1c-e10e-4d27-e73b-68421e916568,Left Door,Moderate,3.85,1520.02
9f754641-5e5d-4ed6-233e-4d3287b8ae0d,4f27a773-ba53-4ed6-1284-7b36074a4814,Rear Sensor,Minor,0.77,500.28
dbf97979-8db1-437d-4cf8-e7bbbd091ee6,4f27a773-ba53-4ed6-1284-7b36074a4814,Windshield,Moderate,5.63,1329.95
aa262e33-6b46-4c8c-b49e-5b0443ef49be,4f27a773-ba53-4ed6-1284-7b36074a4814,Right Quarter Panel,Severe,7.29,500.41
4e22f067-a5d9-4405-2c1d-2317ea9502b8,4f27a773-ba53-4ed6-1284-7b36074a4814,Rear Bumper,Minor,4.84,789.22
9d11ceab-73dd-4a0e-e84d-76c8a5fd8320,4f27a773-ba53-4ed6-1284-7b36074a4814,Windshield,Severe,4.3,1672.68
8b657608-8005-4bbd-4542-bf34d86ece62,e21f0e61-d96d-4145-558e-55da6fd8be1a,Left Door,Minor,5.47,1207.78
8932bf90-004b-4753-5acf-370bac9930ef,e21f0e61-d96d-4145-558e-55da6fd8be1a,Left Door,Minor,4.69,1885.74
26ff885a-e5b4-4a5b-55f0-5bc2703f9feb,e21f0e61-d96d-4145-558e-55da6fd8be1a,Tail Light Assy,Minor,6.7,1718.58
bb54c4b2-95fe-4264-a16c-cad30510a54a,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Sensor,Minor,4.35,865.99
b824ec8d-41eb-46a9-1596-97c10444627f,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Sensor,Moderate,7.06,1636.85
3ddb587e-801a-4fb1-6d61-3f6274930c51,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Sensor,Moderate,6.67,1092.05
17a71aac-1a05-43e1-8e12-74d52470dac6,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Sensor,Minor,2.51,170.05
6f471b3c-9cee-422d-fd08-2468c601295c,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Bumper,Minor,4.3,1639.8
bb57ae4e-a19b-4cfd-a480-059a589d2a97,60957a11-b013-4d4e-b2a2-3d53504f7ba0,Rear Bumper,Minor,2.47,1055.07
9e570575-1f3c-401b-010e-f24827b8a78c,18975a77-9b47-45ae-3c19-f9072892d4c5,Rear Bumper,Moderate,1.37,1664.18
2cdb2c01-e289-4f76-c6b4-4b206080a8ff,18975a77-9b47-45ae-3c19-f9072892d4c5,Hood,Minor,5.48,1376.44
0e98f38e-8fa4-4f9b-4c6b-da1ea4505720,18975a77-9b47-45ae-3c19-f9072892d4c5,Rear Bumper,Minor,2.29,301.26
efe89e48-21ad-4370-3e09-683678fa5e26,18975a77-9b47-45ae-3c19-f9072892d4c5,Hood,Moderate,6.39,996.99
20d3c518-333b-47e6-bcc2-f8bff01606f8,889a7fac-5c0d-4954-564a-b417ee21578f,Rear Sensor,Severe,4.14,1156.86
cb3dab1a-9df1-4903-7fbc-7b44edc4f0cd,889a7fac-5c0d-4954-564a-b417ee21578f,Windshield,Severe,3.66,871.05
840b8fd1-2e98-4f1a-0dd0-75d66d9df8bd,889a7fac-5c0d-4954-564a-b417ee21578f,Left Door,Severe,7.88,1245.89
f7e8a917-d4a5-46bc-56ef-d7680eac50fa,889a7fac-5c0d-4954-564a-b417ee21578f,Left Door,Severe,6.24,296.18
8e031776-f070-4c7f-5487-17a6a7d8c906,889a7fac-5c0d-4954-564a-b417ee21578f,Windshield,Moderate,6.23,569.92
17dadd46-02bd-4014-4932-644c9416d3d6,889a7fac-5c0d-4954-564a-b417ee21578f,Left Quarter Panel,Severe,1.66,767.97
5a61176e-de57-48f2-644b-231384e850ce,7be91246-61e1-4070-6f64-1fd51e10ac8a,Rear Bumper,Minor,6.9,6547.32
bc15c0c2-1bf1-4b64-ec77-c87d6ee6832a,7be91246-61e1-4070-6f64-1fd51e10ac8a,Rear Bumper,Minor,0.73,3877.04
a12a3fb5-df71-4c84-6a34-133619ca84fe,7f26a15c-d056-4da1-7bd4-6d541a925985,Front Bumper,Moderate,2.64,1676.33
31de1a55-7712-4e7c-20f3-937d884cbb7a,7f26a15c-d056-4da1-7bd4-6d541a925985,Hood,Severe,2.07,1605.22
41c75ca7-125d-4cf3-dc36-67dea3d3992c,8e082def-c87c-4160-3298-78e6b740a95d,Left Door,Moderate,3.67,454.38
505d9bef-217b-45c2-bee0-411c8bbc8712,8e082def-c87c-4160-3298-78e6b740a95d,Hood,Severe,4.82,387.99
01c5e6fc-82eb-42fd-0049-37bbfb493add,8e082def-c87c-4160-3298-78e6b740a95d,Front Bumper,Severe,5.51,1249.39
3ed584f3-d240-47ea-767f-670c2dfb6718,8e082def-c87c-4160-3298-78e6b740a95d,Left Door,Moderate,0.56,1885.06
68c7ad9b-b6eb-4444-4be5-adfe4aa86812,8e082def-c87c-4160-3298-78e6b740a95d,Front Bumper,Moderate,3.76,1493.48
807b4513-ab2b-4d5f-1ccb-e5abbbe62d3b,8e082def-c87c-4160-3298-78e6b740a95d,Trunk Lid,Moderate,2.24,897.04
35c85342-4c98-4286-867a-0412deaef144,8e082def-c87c-4160-3298-78e6b740a95d,Hood,Moderate,0.75,609.03
